FSC-H,SSC-H,FITC-H,PI-H,PerCP-H,APC-H,FSC-A,SSC-A,FITC-A,PI-A,PerCP-A,APC-A,Width,Time
509368,1467527,11051,628323,2445303,922,347445,715428,19547,988416,3851263,-776,75,4676.800
829878,2126150,12756,701740,2688920,5949,514221,1160095,25782,1338951,5169435,17719,84,4676.800
1202993,1628266,12481,730874,2803430,2426,691940,740974,20111,1041999,4000233,-2986,72,4676.800
866486,2941514,20053,1183915,4582992,9575,971442,3015173,78130,4587841,1.784268E+07,42444,159,4676.800
619761,1646973,12660,711574,2776583,8149,360717,745084,21523,1223447,4801159,26928,67,4676.800
904944,1481797,11063,664062,2574112,10874,850945,1297289,38401,1965828,7682214,54170,124,4676.800
1404399,2803310,22865,1140587,4412859,12652,844074,1575248,43317,2048461,7956252,30260,81,4676.800
1237381,2421964,12899,689945,2637204,4931,607293,1177898,22367,993004,3860724,12901,84,4676.800
627157,1889984,17067,956122,3716360,6418,477655,1101391,34461,1855951,7194122,5465,81,4676.800
460753,1023817,9133,580995,2263603,4105,273946,497143,15944,1005665,3934719,31,77,4676.800
1011882,1691233,15732,1005938,3841221,1233,511126,912514,31223,1736941,6668978,-14845,81,4676.800
875543,2106963,12494,627935,2430215,5294,583934,1120275,24524,1124139,4352895,4275,83,4676.800
738552,1205701,10690,644533,2497027,3260,364523,553668,16917,978148,3777846,1360,71,4676.800
690460,2589694,16504,952874,3684250,3391,494902,1422405,34703,2025674,7853808,-2949,82,4676.800
2124235,7251150,50811,1349809,5253239,17259,2731429,6959733,167660,4183848,1.646074E+07,72778,122,4676.800
1470072,3441912,27606,1754928,6645117,10089,1118683,2279357,66975,3984846,1.518053E+07,13422,92,4676.800
1028124,2519797,20918,1235221,4710885,8018,743702,1379225,37089,2122449,8152341,15652,83,4676.800
1340893,2450374,14124,803530,3084498,2553,753709,1628019,28370,1293034,5032885,-5700,115,4676.800
443564,561054,1637,8940,43277,930,175789,235789,1506,16438,85076,-1590,67,4681.800
593988,1697697,11163,675654,2604695,1641,384315,837947,18634,990946,3861174,-5018,81,4681.800
996025,1941616,9764,586319,2248485,4782,556899,932493,20790,983073,3824331,9540,88,4681.800
1319176,3673705,17090,621206,2413942,2224,976577,2208650,32432,1030569,4042622,-8160,91,4681.800
854268,1650014,10271,622157,2374137,5312,420047,862150,19666,1052187,4044172,7774,76,4681.800
742199,1851152,11139,640179,2468719,497,463412,909058,20926,1021620,3947546,-315,80,4681.800
406147,314039,1089,3623,18089,497,136093,92792,1284,4894,20838,-163,52,4686.800
861757,2049949,13905,720800,2760929,6632,549931,1104393,29856,1526183,5862208,15116,83,4686.800
730769,1909314,10040,556174,2173230,4074,487750,1187941,23378,1091900,4287108,11365,86,4686.800
754800,1848722,15047,635399,2446143,2044,524458,1033147,29052,1149823,4462216,-12048,77,4686.800
1043817,2531391,20951,1062000,4082869,8546,628980,1443433,39359,2011704,7784726,14005,83,4686.800
1485467,1914384,10553,642147,2496062,3523,805159,1025100,20817,1069485,4173067,-4185,75,4686.800
1486747,2203263,17872,992378,3823198,5643,739438,1185626,33540,1825424,7092137,13048,78,4686.800
390766,1609280,10556,633658,2456716,4311,224829,799572,19015,1041907,4038002,-2007,63,4686.800
859208,2120378,15939,916437,3564271,7104,488026,1147269,34387,1989071,7727200,17372,78,4686.800
307435,24462,523,12663,47437,597,84995,2502,243,11741,44026,55,42,4686.800
605539,1399235,12616,759463,2946249,7550,628572,1277321,38184,2048339,7978767,32072,110,4686.800
522913,2170036,12618,645205,2492138,6246,384921,1280979,25302,1471704,5709988,10602,81,4686.800
1588917,3958245,24686,1601892,6094043,11424,1180396,2523602,62190,3855094,1.477007E+07,24435,90,4686.800
605088,1760515,12864,702768,2656060,5854,321949,844215,20737,1059755,4063242,13729,67,4686.800
411289,1034381,9450,592572,2296188,1807,219961,432658,16757,969997,3787054,-5207,59,4686.800
1186554,2690023,24677,1431743,5439081,9661,766545,1630107,52505,2898831,1.109734E+07,27158,90,4686.800
595729,2031322,11402,581597,2246835,597,329259,1079073,20110,941526,3686650,200,71,4686.800
676045,1444849,11030,669739,2605368,2020,430801,697023,16902,995650,3889279,-6100,78,4686.800
1902522,5999434,37656,1850591,7085727,16475,1977836,4937091,110427,3459296,1.350021E+07,46536,118,4686.800
956206,2463162,17402,1060493,4122668,12893,627138,1579186,36414,1961523,7678378,37995,80,4686.800
581732,1019766,11329,675918,2599764,4981,356690,499336,17276,1000544,3853596,12379,72,4691.800
691570,2471874,17315,998932,3842102,9010,495881,1365768,36086,2061189,7954654,22669,82,4691.800
791553,2428318,18420,1045336,4025697,5736,455258,1301932,35426,1961969,7612364,16829,90,4691.800
570145,1583273,11161,678473,2596463,1164,381273,866452,20010,1016936,3913104,-16526,81,4691.800
671929,1755328,19383,985637,3788005,6348,455986,895455,35061,1732234,6669651,-1039,79,4691.800
899923,2188181,15383,882909,3437320,7010,718363,1416265,35975,1902035,7414088,9736,95,4691.800
873316,1624160,11236,575865,2244772,3362,450152,775058,19272,1050867,4059065,-1519,81,4691.800
1481524,2977977,21999,1096885,4277233,10616,1182387,1836780,45050,2097867,8212142,28700,91,4696.800
821775,1985021,17968,1270581,4855560,7856,594172,1108266,31536,2002641,7729854,8455,80,4696.800
1288916,3217675,19712,988377,3771364,4780,859804,1906490,38145,1775034,6806204,3196,91,4696.800
1231853,1951478,13363,701857,2714702,3152,628259,968099,22459,1019901,3981475,-3133,84,4696.800
972144,1904941,13397,753454,2851413,4398,595870,860324,20902,1030980,3934047,9263,72,4696.800
876726,1307146,10897,632229,2445612,1319,377783,600831,20506,990962,3859029,-17675,78,4701.800
375489,1354598,9439,596605,2265551,6034,259284,720410,15317,1047525,4006952,23781,110,4701.800
837729,1642449,13304,667669,2548937,5494,473531,798578,21500,1064566,4093529,9419,75,4701.800
1005823,1587504,11685,735619,2812739,4841,510050,831036,22174,1026290,3981258,12569,80,4701.800
1051480,2286133,16499,1155583,4370355,7074,656130,1268835,34182,1996418,7666621,9953,85,4701.800
1070610,1817434,17120,1052656,4043807,7112,580027,1008954,31553,1731838,6735166,14227,81,4701.800
447256,445833,8730,690778,2669861,4596,177183,288988,24006,1953031,7522302,12390,77,4701.800
504669,1624022,9932,528155,2039980,8056,307913,801342,18434,1039520,4024925,24812,74,4701.800
581789,1417988,9894,573323,2190363,7190,353349,726491,17561,962481,3702127,29262,72,4701.800
643653,1678437,11942,614557,2349462,5486,450076,976682,22729,1130918,4361962,9738,82,4701.800
986235,2094293,12280,871348,3320266,6553,594393,1132236,25801,1450029,5589881,14000,89,4701.800
1860790,3679422,36826,1731170,6523230,13885,1303131,2517618,87927,3782124,1.433395E+07,30772,95,4701.800
973023,2817735,13798,653408,2505563,3171,710796,1638495,29112,1132243,4466230,2151,88,4701.800
840706,2006424,13338,923602,3546301,8122,1105052,2524498,63336,4158951,1.610656E+07,52409,155,4701.800
455326,1355024,9054,521660,1989266,379,291528,596035,16719,1011468,3856282,0,72,4701.800
772368,1976920,13935,701284,2690337,7798,529128,1112811,24883,1077519,4219674,19677,81,4706.800
1741501,4471792,23415,1255397,4842760,9387,1459852,3360056,62661,3269585,1.272029E+07,23920,125,4706.800
429965,1611780,10974,643321,2450927,5620,282045,850563,18194,1048878,4008659,3401,80,4706.800
1687929,3259064,24786,913441,3570176,6710,1121244,1619131,47309,1988588,7767832,12293,89,4706.800
1307692,2544198,16980,701943,2710614,4572,676344,1290052,28492,1060371,4150858,8087,77,4706.800
859709,1747789,13167,629009,2420444,4563,475545,857693,21500,1018810,3953978,2561,83,4711.800
671539,1534722,12087,656966,2528620,4041,397358,845515,19710,1067357,4133243,2126,77,4711.800
823530,2015249,18950,1295774,4901188,3430,579397,1059473,33107,1868346,7170932,-7342,80,4711.800
921872,1884018,19707,1310272,4953605,7540,676839,1023461,34158,1932280,7376456,14729,82,4711.800
628284,2126206,14659,866419,3373161,5749,437335,1219754,30251,1764417,6894646,4319,84,4711.800
702669,1746209,11287,621070,2394010,4889,499623,953280,20341,1029430,4014947,11379,85,4711.800
942625,1737351,15179,673418,2577817,2490,505940,888777,26183,1019667,3958154,-12269,77,4711.800
1007567,1965538,15206,710215,2750280,3639398,571035,1050991,27247,1118807,4366668,1898572,74,4711.800
194975,260922,1390,4527,20430,901,58444,80560,1675,6245,28585,309,44,4711.800
319163,1729593,9128,621241,2377773,3150,222689,984365,17785,1012518,3907449,-9963,77,4711.800
1345991,3491153,22904,1252746,4776462,8173,933278,2142885,44021,2179302,8452049,11365,90,4711.800
240142,449028,2187,9109,39406,901,105098,185238,2906,13555,58510,0,63,4716.800
716877,2584308,18002,996943,3846191,12058,567628,1618021,39430,2018455,7817379,34676,93,4716.800
546610,1961312,10507,542809,2129333,1304,341024,981437,19554,1027016,4070353,-5113,73,4716.800
879183,1783162,11199,684315,2630079,3026,416217,948236,19486,1021933,3947830,-785,76,4716.800
890625,1805334,16694,985368,3761836,4267,565488,1017169,29152,1545057,5962195,-3079,82,4716.800
913977,2386399,12835,799655,3037780,7757,584160,1116941,23844,1189897,4618555,21807,85,4716.800
1210267,3684684,16542,1035724,3993954,4714,1267729,3648972,60546,2809935,1.089244E+07,-9526,132,4716.800
546891,1509142,11362,593616,2312163,619,326294,722241,18261,983009,3834994,944,69,4716.800
1049292,2682732,14808,739426,2870765,3856,707370,1456185,25313,1070232,4209527,2369,86,4721.800
1586212,3637502,23843,1050793,4120755,9346,1120569,2418747,60906,2753388,1.08123E+07,24103,98,4721.800
816435,1920800,15123,872566,3350762,1721,516859,1008515,25928,1498210,5824138,-6262,76,4721.800
1191890,3477397,25670,1690798,6451774,13472,971736,2841553,74380,3998677,1.542892E+07,48837,113,4721.800
1036290,3174056,20512,991077,3831353,4620,783273,2027804,50715,1856457,7250204,-8625,96,4721.800
905507,2036933,14094,803038,3049866,7025,526747,1021171,23143,1224711,4695141,8013,76,4721.800
977746,3227285,24646,1394098,5297256,12241,770629,2141353,68752,3557832,1.362937E+07,46885,91,4721.800
1938264,2260970,15372,690176,2663962,3379,888149,1243684,33645,1049998,4107270,-5778,88,4721.800
887602,2101626,14558,942470,3632963,6934,589985,1219007,33576,1910732,7423549,14131,86,4721.800
2033138,4314811,25054,900180,3461119,8754,1445720,3171199,61849,1993623,7798881,38046,106,4721.800
1767215,6620296,31245,1311547,5046241,9522,1735488,6290114,104552,3787373,1.480676E+07,17806,113,4721.800
651068,1485279,8733,621407,2382398,5953,322076,706538,15393,1020558,3942421,6762,79,4726.800
545158,1464839,9678,581935,2253589,1821,330329,721463,19139,1078617,4200493,-10561,82,4726.800
581714,1957516,18149,966445,3690722,6325,375671,1157626,36026,2020696,7780588,13111,90,4726.800
1046167,4446321,21057,1043952,4035961,2420276,712387,2962883,46310,1928431,7547870,1227647,99,4726.800
500319,1263631,8954,612804,2349250,1638,339445,860874,18976,996577,3863276,-8656,84,4726.800
596870,1456646,13247,745293,2863317,3020,395295,693543,19497,977213,3774232,822,76,4731.800
404498,1218040,10096,576573,2219171,4102,266345,596624,18454,989846,3831396,7676,79,4731.800
999799,1956405,14239,690058,2682301,5550,534095,951880,22596,1028654,4032940,12338,80,4731.800
515541,673234,8552,521195,2020150,3644,204743,268280,12836,758518,2957587,9731,60,4731.800
709399,2255925,11008,574820,2229220,4084,403882,1187351,19394,988682,3856866,6217,83,4731.800
1195179,2763161,18312,989570,3827027,8040,806934,1651526,36082,1825685,7091839,22910,91,4731.800
812526,1862628,12493,826087,3128676,5900,541113,994493,26666,1432412,5484398,17089,77,4731.800
1223331,3619726,22963,1458706,5624478,9497,917184,2207773,49143,2486056,9753409,14793,98,4731.800
603299,1564706,15450,1037869,3991531,33526,390590,883821,30271,1957824,7585261,49593,73,4731.800
714734,2225937,16451,943318,3608118,4598,564221,1304907,32640,1926587,7397299,-401,90,4736.800
417844,1314472,10759,681739,2604655,4092,242581,696075,18967,1007414,3890004,6490,81,4736.800
743248,1465298,11131,685628,2653275,2639,433981,691123,19349,953228,3737519,-6948,78,4736.800
200680,95201,390,2308,10876,3147,69981,26714,149,2870,14765,7649,45,4736.800
1333390,3422703,19010,910233,3515967,6360,969075,1957324,37875,1939242,7481549,12236,91,4736.800
429481,812392,2760,14214,66161,3368,164597,273211,3507,17058,80811,1670,57,4736.800
747806,1898444,17000,1176733,4512219,6202,476684,957032,27818,1701101,6568008,3562,84,4736.800
1006958,1854879,15268,738607,2819652,8908,635009,903647,26194,1102285,4257914,34367,78,4741.800
1107426,1507824,12205,619140,2373024,7643,529348,678975,20398,978809,3797782,24055,73,4741.800
997319,1864868,17083,1138989,4403317,9901,615184,1143552,33069,1953318,7594136,24323,84,4741.800
528487,1365388,11334,671472,2537224,2014,336821,697908,18841,1043715,3971914,-3183,71,4741.800
1270482,1951403,15036,948486,3656732,7996,649520,1008701,26533,1526884,5901070,22020,81,4741.800
811371,2830954,17460,867213,3325131,6366,567916,1820067,38932,2067738,7991583,9435,84,4741.800
1093131,2918745,19938,1032619,4018390,6433,691714,1800614,40542,1853396,7259877,-1454,85,4741.800
835686,1850002,12202,695991,2685618,4117,405534,901797,20665,1031205,3994614,3995,82,4741.800
483536,1545492,11051,675746,2587893,5175,339738,822744,20228,1045643,4036685,12701,76,4741.800
781055,1537453,12791,686372,2596535,6119,388333,717160,19818,1039640,3979122,6396,75,4741.800
571073,1687402,12834,756819,2879726,6040,355638,858462,20132,1025834,3929739,16024,77,4741.800
1453418,2237452,18960,1107711,4185786,6670,799749,1197036,31082,1726921,6592205,12470,83,4741.800
625176,1535542,11793,738907,2810936,5333,355189,711718,20125,1028099,3953931,10524,79,4741.800
519707,1406946,10874,648366,2496913,1704,298535,657479,17180,1015358,3930478,-5755,72,4741.800
727014,1779779,12752,675765,2572238,5012,406847,883245,20270,1070379,4104259,9785,76,4741.800
1121684,1945382,16727,1080645,4177296,6288,666514,1162256,33210,1973070,7662185,6764,83,4741.800
169565,807576,1756,16011,73068,1704,80785,324937,2396,27851,131108,-903,61,4746.800
584962,1311796,11333,683732,2600433,2719,352912,667912,18046,1028694,3949497,-7776,80,4746.800
1240183,2654678,16476,665877,2573756,5940,772448,1452053,29117,1071592,4160018,8963,85,4746.800
287576,1311789,9267,578639,2226138,2187,211941,753245,17415,986335,3802444,-7697,75,4746.800
1264729,4996421,19912,1307921,4969278,5096,1094025,3310155,52536,2246613,8687070,-11617,100,4746.800
410063,766602,6996,487385,1881769,9949,201560,361400,11210,751821,2935668,-7250,60,4746.800
1069230,2363998,17860,916494,3501908,6199,736167,1287836,32258,1529219,5863911,-729,89,4746.800
544061,1560156,11247,613304,2371299,4396,326337,777969,19923,1008169,3935478,3032,71,4746.800
712066,2060822,11659,603014,2315700,2214,425847,968893,19152,966219,3738703,-1336,77,4751.800
1202264,3482775,23046,1205012,4652149,9146,941853,2230891,51029,2250902,8859651,17063,93,4751.800
693665,1546670,9865,719752,2740793,4786,586960,1443570,28267,2043735,7833995,16765,108,4751.800
619639,1319272,9960,664290,2584213,4439,339527,654596,15923,973913,3792428,2640,73,4751.800
959242,1741807,15652,973678,3727937,6539,574191,1046786,28019,1635202,6338419,14407,86,4751.800
1126732,2681986,23234,1402018,5332161,9037,815614,1688936,52912,3112240,1.186835E+07,10591,95,4751.800
535347,1607797,10711,541457,2073228,3502,340560,765515,19552,1063177,4101303,5692,75,4751.800
666888,1936030,12622,748244,2881364,7197,408363,1029576,19851,968910,3814093,14185,83,4751.800
256419,735717,1473,11721,58705,1365,110018,249895,1476,15251,76834,-3127,55,4751.800
260294,267207,832,9372,43761,5806,93984,84665,825,11363,54872,17364,55,4751.800
1127554,2535699,18478,1096941,4221523,9667,651027,1415034,34104,1818235,7066547,27391,86,4756.800
699453,1984729,13427,610505,2370769,5135,438061,999277,23612,1117729,4351641,5210,85,4756.800
596898,2000598,11452,552923,2150990,6399,328007,994876,20135,1024175,3985507,16089,78,4756.800
761876,2133267,18948,1030862,3929623,7551,542388,1180359,34335,1791763,6895267,16596,85,4756.800
490371,1283181,11253,694779,2673172,3377,288856,627587,18250,1034180,3979037,-4744,72,4756.800
1440659,2308915,19431,609606,2357230,3730,774258,1242731,32663,989640,3850782,987,84,4756.800
571881,1978154,17692,1161833,4375985,6475,413520,1409660,34240,1948030,7384180,370,90,4756.800
1043889,2697860,15444,1021965,3931121,5507,749506,1842968,36395,2032222,7840471,12867,93,4756.800
208468,187332,249,3367,18498,10392,78844,56696,22,5592,30259,18129,48,4756.800
357845,1590702,10835,708271,2732047,4390,252398,820228,18853,1040406,4040566,4276,76,4756.800
903858,2145544,13150,614856,2373051,3712,535762,1096303,23219,1034406,4018591,385,83,4761.800
908352,1680941,11721,667784,2575425,3360,650883,939106,21155,1032614,4004296,-2160,85,4761.800
908744,1837484,12866,732276,2814634,10246,588013,949045,20988,977204,3821571,31667,75,4761.800
1077044,1796261,12228,691081,2652619,2498,627373,878121,19679,1046947,4031578,-4740,74,4761.800
765723,2022050,19682,1054166,4080188,44654,470996,1005836,37907,1896350,7339590,20084,74,4761.800
1316572,2066638,22548,1197392,4605241,7024,680815,1122316,41428,1829816,7104613,11723,91,4761.800
983912,1789218,15230,731445,2838980,5147,556577,893757,25417,1024693,4038017,8934,77,4761.800
1127216,3236427,13540,871698,3341315,6071,820522,2340565,34354,2095384,8109408,11028,97,4761.800
839135,1651692,12453,727272,2817715,39318,380916,786069,19922,1037966,4053274,69640,72,4761.800
1663709,5997233,33769,1589607,6174115,11114,2456102,7141450,141678,6453653,2.513469E+07,49692,177,4761.800
1277404,3629683,23762,1301513,5035202,11069,1026990,2797430,60929,3003457,1.167339E+07,21655,102,4761.800
864487,2041596,11831,570619,2225287,8126,547383,1265390,23196,1030240,4048239,26958,85,4766.800
1246296,1787218,13927,663752,2548524,6252,531343,835524,23009,1008738,3889043,12907,73,4766.800
1235248,2507329,15249,759823,2888343,4447,719681,1265997,27363,1114714,4274748,5436,85,4766.800
1161326,4186339,24165,1346631,5154669,11510,963160,3073585,66193,3617141,1.388631E+07,42713,104,4766.800
441143,1539570,12716,698776,2689475,5386,259101,743345,19295,1082614,4204665,2807,78,4766.800
1127579,4564652,23064,1054010,4080606,2786,1072453,3329510,56786,2183157,8621645,-10163,105,4766.800
896317,1512104,10813,743290,2829825,4774,510037,870185,19080,1063388,4093214,6604,78,4766.800
1135659,1696009,12898,620992,2407473,4023,667687,949489,26678,1221286,4731802,2761,83,4766.800
1141066,1889795,13907,729376,2815881,6199,559378,950815,24164,1043316,4060463,7178,76,4766.800
919114,1749336,19344,1200537,4546604,4825,597461,1073585,35912,2062455,7880914,1176,86,4766.800
1034489,2791434,18086,1024560,3965934,7418,704489,1740638,39440,1990640,7786298,4508,95,4771.800
893429,1970479,12093,754693,2868568,6925,504364,935381,20385,1067905,4085304,23129,80,4771.800
1075516,2089540,17587,867192,3311640,13358,817271,1275797,38602,2047452,7846273,51095,90,4771.800
362431,838784,2354,16956,79834,2786,154761,309171,3542,24318,114818,-159,56,4771.800
796958,1074398,10110,703987,2726254,3171,422655,520322,14405,986225,3818723,-6503,73,4771.800
1356549,2357053,23928,1123104,4353502,10121,876040,1561098,51815,2510083,9801200,31838,96,4771.800
658686,1544355,10081,592724,2322505,2673,392533,768268,17070,988290,3868910,-4268,80,4771.800
729360,1862946,16351,1113773,4301361,23151,568002,1271650,31978,1915470,7452699,34316,92,4776.800
589867,1641825,12167,670065,2552909,7626,395137,845218,20218,1074614,4136391,25198,77,4776.800
849489,3238246,19928,1210527,4663217,7317,677633,1885792,40064,1984750,7779348,13736,91,4776.800
758918,2240404,16102,1067523,4101006,6337,488355,1311421,31599,1955382,7541826,10294,88,4776.800
1973845,4855798,20305,1004711,3904157,4609,1718464,3658683,51989,2206748,8708527,1903,105,4776.800
389515,1409550,9930,551925,2127363,8368,260212,758458,19269,980924,3798686,26231,72,4776.800
727033,2207413,17470,1143445,4389435,5356,542510,1341540,32685,1804776,7003661,5885,85,4776.800
1186405,2222583,13433,659701,2522554,947,617147,1089594,23106,1086260,4178060,1090,79,4776.800
1947108,2727927,21312,1087809,4144197,6318,1160768,1583884,42629,1968486,7545959,6550,87,4781.800
1203937,2311276,19597,1134377,4356504,9339,819472,1317858,35996,1906973,7365847,23644,88,4781.800
703011,1660819,11517,641108,2454945,4218,454733,802005,18839,1023652,3941301,9569,77,4781.800
783191,1779682,16632,1022306,3932542,17329,504818,1003900,30611,1840489,7126273,19635,79,4781.800
1829419,3700058,21973,964042,3737113,8720,1276298,2190327,44333,1850014,7218549,21965,86,4781.800
931909,1685002,13533,749734,2882527,8012,505523,918921,23694,1222406,4713001,20352,85,4781.800
443904,1209818,9194,591974,2304516,3489,281934,671479,17426,1032040,4033395,-1261,80,4781.800
734070,1584645,18143,1170513,4511556,8266,458405,936186,30308,1848177,7198203,26894,85,4786.800
501575,1480513,11975,676907,2606291,6036,299368,742306,20058,1028375,3987469,13053,77,4786.800
842273,2584053,18225,923319,3520687,5953,512218,1481681,39255,1961755,7549553,9750,89,4786.800
683285,2067358,12086,655734,2542106,4155,389246,1073480,23728,1073080,4225161,10863,83,4786.800
1278736,3134275,19417,704007,2739332,6569,841195,1737553,35976,1072119,4221580,10270,89,4786.800
343645,308945,1087,5740,28268,995,110134,89824,1225,6767,30914,283,48,4786.800
776481,2792083,12471,756078,2939566,5194,492383,1503946,25304,1133739,4490212,9373,84,4786.800
1168787,2040076,17019,835717,3201070,7007,787696,1203582,32478,1510545,5806652,12029,98,4786.800
787669,2368969,11856,646529,2489332,2257,655187,1523575,23571,1064772,4151850,-14317,83,4786.800
967395,2172926,13769,670450,2589794,5481,448869,1075816,23049,1073404,4171840,13241,71,4786.800
717923,1838788,12102,652785,2535332,3379,491228,1009418,20877,989021,3861058,4239,78,4786.800
634971,1276486,10956,634545,2470055,880,412582,666496,20722,1011433,3932029,-581,76,4786.800
514877,1130985,11064,597948,2307697,6640,310605,555890,19014,1019426,3947121,19733,80,4791.800
1319421,2471997,20968,1086704,4119115,4738,757107,1336137,40686,1981753,7601092,-3227,90,4791.800
1033001,2530377,14690,757738,2857551,1004,701791,1473642,28823,1143177,4418856,-384,84,4791.800
519164,1313956,11365,616160,2361280,9523,290538,600694,17427,979873,3761123,21897,68,4791.800
525084,2038415,17091,1076596,4141259,4422,385391,1307786,32504,1982320,7656506,-5745,80,4791.800
647357,1533330,11577,626117,2439352,880,309917,719450,18477,994856,3861427,-193,67,4791.800
804009,2175984,16698,1088593,4184728,13031,618671,1197778,34092,1975936,7629192,48477,83,4791.800
730242,1565272,11223,718041,2740258,7282,399927,816307,21724,1096140,4212802,30583,84,4796.800
1282349,2422258,17341,993715,3887028,8035,794823,1567554,37041,1964459,7710380,26577,91,4796.800
1131574,1790822,14264,782152,2996245,2307,665262,843776,26386,1084073,4160240,-7094,80,4796.800
1216052,2991660,16084,615356,2379211,3016,713174,1539628,29821,1105682,4315909,-5631,84,4796.800
674662,1580497,15452,874056,3368728,1321,401650,855641,30912,1825905,7078355,-17849,85,4796.800
1022920,2118497,16639,985784,3798377,4085,612031,1237777,30204,1633918,6324006,-13575,88,4801.800
1306013,5800379,27482,1648231,6246986,11168,1707114,5820090,94774,3928212,1.520378E+07,26071,133,4801.800
1021870,1694222,11839,717027,2748362,5556,555774,876813,19684,1038791,4026168,8701,78,4801.800
982585,1916385,11246,660789,2561441,2694,643640,973289,19325,1003636,3900213,-7160,81,4801.800
406408,1013477,8449,625931,2369902,1076,249162,533121,14738,994894,3791686,-10723,80,4801.800
2096099,2871100,18595,886368,3370577,5348,1351475,1582923,38894,1417512,5445740,1203,88,4801.800
640664,467756,279,1972,13736,2644,194613,134557,98,1957,15892,5842,48,4801.800
1169236,2681250,18865,771327,2974109,9283,759991,1374801,29086,1037375,4063804,18040,84,4806.800
1954052,2214077,12904,678901,2648377,5966,900256,968190,21514,1026592,4035559,20800,74,4806.800
806447,2049473,16480,1075877,4143384,4347,588963,1203595,33173,1845794,7177535,4855,90,4806.800
314950,964412,10986,691160,2646283,3749,180500,464828,17671,1022333,3946074,-76,74,4806.800
1127685,1685937,13785,693384,2666182,2649,700084,897317,26052,1069278,4158667,-1301,83,4811.800
954773,1861916,12108,748691,2836777,3027,514013,983134,22091,1051464,4037441,1122,78,4811.800
1121764,3450859,26835,1332686,5115549,13672,1079831,2458185,69568,3718938,1.437122E+07,42847,104,4811.800
771599,1598705,12041,722168,2769648,3289,467525,819092,18876,1035145,3998860,4280,81,4811.800
2314268,3162261,20526,1125578,4345300,5658,1106484,1752152,45622,1878826,7319786,171,89,4811.800
511487,945359,2346,13789,61254,2516,207476,337141,3233,19832,82212,1993,59,4811.800
758326,2085572,14970,907473,3428461,6788,513299,1169386,31682,1793226,6841531,11800,86,4811.800
702216,2204216,12942,704486,2735491,3672,438526,1071712,20398,1075273,4206418,-4079,74,4811.800
1002813,904020,9357,650646,2496586,7932,529244,596441,27087,1805985,6925158,29747,103,4811.800
984506,2580602,17454,950215,3655085,2128,674392,1638997,37900,2021286,7802671,-6613,88,4811.800
971231,2418555,17095,915116,3528735,8161,1232340,2168321,56540,2945608,1.137025E+07,29443,119,4811.800
712654,1888327,9775,606964,2345457,8097,423947,1095987,17647,1014741,3963429,22825,82,4811.800
1327474,3192445,14049,721175,2742951,9175,1352452,2930441,46926,1195303,4761532,32364,131,4816.800
721558,1311460,12381,710223,2771951,4765,446043,702974,20219,974780,3836767,-1189,75,4816.800
852834,1940052,11274,675345,2570336,4322,488028,928635,19753,1044675,4018404,4979,77,4816.800
1805577,2722395,20994,704499,2738550,4641,906612,1399745,36165,1042312,4101689,13602,83,4816.800
984234,2289973,20253,1014884,3871655,4637,849239,1598155,48064,2191107,8379367,656,94,4816.800
610447,1513257,10505,616179,2360806,3268,366380,764986,17991,989868,3830292,6099,80,4816.800
990575,1297626,12629,683551,2606857,4987,440035,607793,20252,967939,3730978,8802,79,4816.800
385437,1217383,9350,597277,2275883,6765,214985,670685,17582,986447,3818405,18581,69,4816.800
1052179,2058267,13490,711952,2692573,7352,527028,995578,22444,1071296,4114563,18937,80,4816.800
1237061,3056522,26687,1815339,6906294,9325,1043253,1930839,59417,3157685,1.217349E+07,14650,93,4816.800
919147,2690190,20777,1318206,4994642,11239,554208,1442757,35910,2060440,7869620,26503,80,4816.800
1744567,3390182,23908,1082073,4198616,8051,1156853,2218338,52265,2036627,7979465,16043,90,4821.800
843986,2268954,11764,694126,2683179,2092,552330,1199643,22389,1026015,4018627,-11874,81,4821.800
945685,2260371,16082,1058777,4074531,10761,514852,1311317,32589,1928926,7481568,28472,85,4821.800
947119,3617591,17598,1034149,3953613,10838,697183,2160534,42430,2268049,8788598,31531,91,4821.800
797972,1822190,13703,790782,3037788,4853,438728,920006,22351,1190603,4597802,-1909,75,4821.800
548261,996469,1973,36737,175906,3327,256223,457544,3404,63053,304380,10978,70,4821.800
503574,1441512,12804,718821,2758374,8202,330480,763671,19954,986674,3811073,22264,76,4821.800
446832,1511837,10055,671362,2583125,2950,258616,759466,17980,1028997,4007053,-4393,79,4821.800
1344619,2202489,18671,797856,3061865,3142,794362,1104187,32708,1310771,5051517,-12211,81,4821.800
692954,2189649,16796,981790,3795071,2193592,531582,1258292,31621,1633804,6375424,1044292,73,4821.800
704630,1667683,12343,693049,2669221,5537,356378,780476,20884,1076825,4173557,16324,72,4821.800
162913,250974,580,8279,38001,2436,56310,76953,786,9928,47413,6027,48,4821.800
788888,1746889,10332,513643,2004914,4392,535941,1074057,23286,1067451,4171667,17014,87,4821.800
1080374,2765952,20693,917651,3524028,6567,717596,1526145,37431,1621527,6308344,6410,82,4821.800
1002452,2063145,13502,688524,2662777,6735,532599,986469,21494,1101176,4306045,17017,74,4826.800
163800,255000,416,8319,39735,4958,52512,63451,235,10787,52130,15802,36,4826.800
