FSC-H,SSC-H,FITC-H,PI-H,PerCP-H,APC-H,FSC-A,SSC-A,FITC-A,PI-A,PerCP-A,APC-A,Width,Time
670249,1728556,9929,487376,1891160,5254,372170,881191,18488,1039437,4038032,15845,79,506.800
609712,1997482,11743,557341,2140886,7257,425323,1123668,21447,965754,3711424,25097,80,506.800
1157211,1914419,12828,629257,2437128,3656,571861,985091,22013,1022073,3967056,221,76,511.800
1025090,1491606,11105,660485,2560190,2744,473763,705619,19010,991922,3867228,6002,81,511.800
917715,1981071,14010,674390,2664405,7922,474450,905412,22673,1025468,4059672,1659,77,511.800
527267,1669599,10330,512303,2007481,820,282271,900625,18100,916368,3600995,-450,78,511.800
1617180,3564151,17747,722481,2829167,7693,1566086,3033233,61084,2160544,8555531,40013,124,511.800
868038,1752298,18202,1051196,4034525,8428,500191,941447,34871,1975112,7592625,20017,73,511.800
701428,1667755,13741,768130,2974099,2597,431901,862841,25042,1340355,5231402,224,71,511.800
619942,909150,420,1265,5516,6555,255620,341010,545,3842,19123,21238,65,511.800
536563,1533791,11034,693908,2687593,3961,309080,829017,18309,1047657,4059514,5283,79,511.800
655002,1809514,10764,663009,2525631,4912,435723,914721,22469,1077907,4177095,4713,82,511.800
861693,3003201,18294,886004,3460005,5878,700073,1846338,38826,1904818,7458083,1194,92,516.800
679929,1159472,10600,673618,2574631,4641,332436,517071,17251,976273,3785298,1556,71,516.800
958566,2235067,18128,1113291,4239317,7424,622862,1471418,39209,2023344,7781538,2391,90,516.800
235322,31,-25,-111,5516,6262,59527,-12194,2,-283,-232,12826,34,516.800
1074153,1624878,15913,734374,2858986,9630,684330,741368,25201,1048997,4131724,31682,72,516.800
612445,1973214,14489,846288,3302803,1676,438755,1096621,32837,2009283,7833801,-19790,82,516.800
426358,823878,1883,20839,102211,1676,163207,325209,2602,31499,160177,-542,61,516.800
806430,1971998,12076,842400,3249221,5548,536985,1116187,44462,2749337,1.072738E+07,-9486,130,516.800
472175,1525123,11158,659469,2552275,5051,294808,717461,18716,1006393,3933965,8057,73,516.800
646344,1320602,9741,542159,2123662,5761,378687,623681,17642,964885,3785449,18196,72,516.800
166070,442045,372,8418,44086,99316,62385,151514,167,13401,79519,80402,49,516.800
766108,1789387,14860,821832,3130811,3256,514449,910424,22183,1115973,4293692,-6880,75,516.800
484332,452561,1964,36499,167474,5879,202221,140368,2322,46685,215981,19048,55,516.800
489615,1334866,10197,659652,2547642,7882,277323,693591,16923,993970,3869262,25776,70,516.800
935082,2251019,17988,889707,3441327,4435,599200,1260174,40377,1989175,7736313,-8909,87,516.800
1123795,2456859,16392,1083258,4128169,4017,600023,1602397,35588,2047273,7902821,-342,94,516.800
1586622,3657546,16355,926598,3594375,5624,1148437,2574733,39469,1954156,7642927,6980,102,516.800
1544510,3641886,27382,1337674,5160673,7444,1327319,2418834,69951,2820194,1.094251E+07,5906,97,516.800
747985,1856490,14179,736038,2887354,6052,445632,925106,23655,1267765,5004435,24417,74,516.800
976037,2032042,15933,893035,3404325,7774,506046,1100187,35375,2049559,7862908,26248,77,516.800
566235,1190431,5877,380336,1486084,5223,288512,491471,17097,1042519,4069469,18926,80,516.800
367000,891151,2863,12980,68485,2263,126345,334684,3641,16962,92293,-3005,57,521.800
887585,1820667,14178,752459,2911764,4108,597619,944533,25387,1217082,4736723,3515,78,521.800
811521,2021321,15539,923449,3547176,2383,525451,1104649,29111,1542553,5966120,-11656,77,521.800
1417329,2012702,15578,911057,3476981,2766,642267,1053499,24843,1276069,4920224,898,77,521.800
529339,2059417,16219,1016217,3882281,9545,614673,1721357,49590,2934285,1.137265E+07,29372,146,521.800
796638,2276596,16974,1028446,3963015,9955,529264,1548019,37659,2001554,7772531,37201,93,521.800
1130904,2143278,15177,754612,2937585,9687,728363,1229073,25930,1058093,4188641,40544,83,521.800
427598,1168870,12849,790887,3028079,5233,286148,654516,25259,1446823,5526014,4910,81,521.800
1286130,2197475,19547,1122954,4345684,8913,860653,1200551,37353,2011949,7844410,16744,87,521.800
387679,1633445,13264,613145,2403518,3789,262951,758406,21243,1034557,4027566,-2621,69,521.800
237700,171378,843,6709,31776,4410,78038,49879,689,7984,43004,15675,48,521.800
1223051,1779983,12056,754049,2882193,7705,583363,856351,21803,1045327,4039030,22480,84,521.800
1167760,3596228,22736,1353719,5295976,10329,1528869,3966696,104222,5782363,2.263165E+07,33978,156,526.800
1210013,3237482,20101,1262657,4887507,13389,1402627,3234962,75866,3910731,1.535055E+07,56885,128,526.800
1178685,2922297,14717,771376,2974783,3427,735179,1637751,28417,1063507,4188210,4558,82,526.800
1871842,5288510,35297,1755889,6743898,16393,1427499,3388555,81012,4097218,1.580241E+07,37729,92,526.800
797616,2210076,14132,752416,2900557,25255,848131,1570386,48993,2465063,9176747,35274,171,526.800
1641404,2911644,23337,1390764,5316532,8424,1005003,1826645,52600,2908639,1.11629E+07,19417,87,526.800
550724,1452065,10269,581048,2263565,6272,330828,764033,18189,952700,3703362,14240,79,526.800
215952,88963,775,3886,16552,2703,64718,10640,732,5012,22745,4420,33,526.800
1169919,2538792,18422,888777,3426786,9046,736127,1327748,38865,2039363,7873083,17863,89,526.800
1351584,2914451,22131,1128297,4331582,4816,976538,1684316,42564,2057845,7960968,-9670,84,526.800
1596100,4812033,33125,1493427,5775329,7788,1081683,2755699,70983,2854336,1.116445E+07,-6911,88,526.800
782341,2360105,17574,978120,3815765,5706,561988,1369418,37505,2032411,7938845,402,88,526.800
291824,702086,2861,13191,62967,693,101865,256413,3634,18808,93387,912,53,526.800
610156,1385728,11602,650961,2529025,2567162,290154,628090,18151,1027526,4012533,2611618,67,526.800
858448,1840800,14620,647629,2489854,6075,495528,939901,24334,1055298,4113336,22349,83,531.800
701656,2072539,16707,967752,3780302,13356,501508,1266316,36825,2007613,7868870,49956,88,531.800
1732272,2638170,19589,1197283,4615437,12109,911408,1406587,40412,1999624,7786806,33401,89,531.800
1086461,2579305,21435,1264760,4811170,6770,584994,1552665,38312,1995683,7742232,5346,84,531.800
1222133,1849196,12535,760792,2879287,6863,704816,901957,22244,1081478,4131747,9690,80,531.800
713582,1812690,13461,651386,2529501,4227,463492,889973,22080,1077283,4200801,1265,75,531.800
711485,1626162,13077,635060,2459477,2501,395530,760058,20026,1002800,3925069,531,78,531.800
879005,2373108,12940,806634,3089925,4898,544898,1283239,23256,1129072,4391473,-1721,84,531.800
647763,1612072,10402,636313,2502918,6016,311343,758231,18271,1024405,4027739,15033,70,531.800
603281,1526831,9964,653217,2528827,3358,341892,716979,16963,1062306,4146725,-5725,79,531.800
1075156,1829461,10635,688450,2677233,2074,517067,887664,17558,991416,3886985,-11818,77,531.800
932460,2319346,18330,1051346,4081239,6020,648325,1467071,37196,1980666,7735824,13501,94,536.800
1202980,2857685,23225,909908,3497039,3722,803117,1576473,48076,1967854,7561755,-3724,115,536.800
907740,2653496,7225,54719,242734,1734,603167,1563618,13340,117766,564592,1615,79,536.800
1243888,1732673,12972,649172,2514141,4435,721713,832305,22701,1092611,4238647,5150,75,536.800
958566,1446029,12079,729322,2774780,4643,510465,716646,23522,1052410,4046090,14446,72,536.800
1022689,2195415,16296,741424,2866906,1510,617026,1139047,28166,1066040,4179133,-8067,78,536.800
372010,495879,1322,7739,36469,4287,126401,147284,1407,8108,41454,10379,46,536.800
153087,46158,47,763,4826,1510,41632,10453,-31,1536,9794,-138,39,536.800
286810,1163600,1842,13559,64844,6981,125081,457012,2445,23082,118618,22233,62,536.800
722730,1890243,12928,678411,2642434,7004,419378,917903,21383,1066982,4184645,19754,78,536.800
500716,1045571,13164,770392,2932009,3551,363665,647522,30980,1938659,7441264,-2485,93,536.800
269042,292534,1611,12204,54250,1261,93114,91139,1478,14237,61967,-778,50,536.800
755530,1454517,12270,666976,2567335,3133,428548,773222,18782,1029303,3969975,8704,78,536.800
738703,1525018,11372,634086,2429364,5232,408802,817302,19565,1047198,3995469,18070,74,536.800
1575988,1957232,19010,1193523,4605535,3935,814463,962254,33280,1878650,7289200,-14406,84,541.800
776355,2986757,17183,949092,3677929,3296,679467,2055445,40564,2006228,7865022,-8114,91,541.800
747007,2114871,14834,994222,3798516,3559,915297,2353062,52705,2863567,1.11235E+07,4071,133,541.800
635529,1297611,9141,581337,2202882,1211,345579,649486,18066,1061197,4025486,-12556,90,541.800
777040,2072969,19428,863108,3255815,41682,651860,1286320,49897,2042964,7801150,50472,92,541.800
1724289,2179374,21485,1114479,4256167,9941,1528048,2148318,69923,3305439,1.274155E+07,56945,119,541.800
1512338,3282413,26455,1652742,6286871,6283,1161829,2028612,54285,3300932,1.269883E+07,7425,81,541.800
826553,2028900,15148,921117,3537207,8615,436880,1365377,33925,1923201,7440717,18022,75,541.800
638193,1991529,12131,709457,2729487,556,418983,1061034,21598,1117808,4314470,-583,84,541.800
464017,1207472,10462,574040,2178046,4504,266320,608522,18865,975481,3734811,2882,79,541.800
764992,2127394,16450,891260,3414790,7949,445061,1065029,31240,1552363,6009242,15529,84,541.800
1382242,1871308,17116,785409,3017038,6855,694339,958634,30403,1279688,4955147,15346,77,546.800
970362,3525941,22646,1174287,4580404,8252,738927,2087569,54683,2931367,1.148514E+07,16925,86,546.800
430339,1235948,9788,582918,2259243,6348,227373,548166,16303,935246,3653748,10571,60,546.800
526013,1974588,17308,933690,3579256,6883,409545,1114479,35640,1882542,7295527,18130,77,546.800
1667106,2668793,13640,660937,2575096,7815,887447,1500381,23795,1077476,4263867,36513,85,546.800
526476,1311012,9925,634345,2435773,144,302896,712457,16300,1017469,3907900,-31,80,546.800
861013,2140664,16022,623167,2427828,1021,562738,1215096,31620,1118599,4371328,1094,80,546.800
1467241,3758277,20552,1092521,4243106,8120,988381,2494457,45061,1877052,7432087,19241,96,546.800
303264,1210056,645,1885,10927,2737,89096,339693,472,2737,16404,2013,42,546.800
1131359,3319636,19808,900022,3453275,5894,769495,2023793,43257,1964873,7583748,9350,95,546.800
881058,1666729,12597,846567,3238792,2773,439181,834709,22138,1357698,5216615,-18455,78,546.800
1408979,1640715,13360,638067,2480746,2747826,641010,730135,23294,1033148,4049615,1959740,73,546.800
2542254,7578764,26321,1278965,4886772,3735,2158314,5046517,71887,2041700,7986269,-16008,109,546.800
847664,1528658,11400,735823,2831273,1291,909501,1380624,48527,2746161,1.062813E+07,-9603,142,551.800
621747,2002381,16440,1263123,4827067,9362,419589,1025996,31174,2029962,7847758,25927,80,551.800
1733052,3111890,23629,1255245,4796296,65723,1157319,1869043,47088,2218204,8550407,87076,103,551.800
898165,2506274,18078,1164557,4476892,3433,689859,1393877,35312,1939479,7531078,-8078,77,551.800
347788,1125774,9221,652882,2525894,2597,225833,551720,16082,1020324,3940959,53,66,551.800
433524,1538624,11270,582194,2246706,5719,283855,737919,19127,983687,3789010,12246,77,551.800
448364,1325383,10905,661236,2560223,3924,279245,658347,17585,993765,3868179,-2506,73,551.800
903834,2017820,16448,728807,2803439,4575,551571,1052024,24521,1029632,3996506,-7208,79,551.800
823867,1977407,16598,621398,2409079,2474,407062,963316,29969,1055020,4107302,-1335,81,551.800
1184385,2165042,16197,1068150,4063186,2940,775099,1138008,29976,1635714,6323937,-11919,88,551.800
562350,1637191,12121,765230,2956746,2121,391152,868379,22748,1355850,5231193,-7236,83,556.800
652150,2213203,16654,632112,2465997,5548,458834,1191827,30370,1393857,5409049,14296,83,556.800
835537,2062784,17768,1081273,4185108,7109,550519,1256325,32921,2020116,7856407,15152,83,556.800
564098,1494125,10892,681177,2606470,5766,347897,812331,19540,1019435,3946778,9941,76,556.800
818762,1919723,12950,630946,2419787,8748,498594,893868,21537,1063181,4074450,23714,72,556.800
452567,1304615,9081,510322,1987066,6053,255306,609243,16333,953929,3705115,11817,68,556.800
1311543,3300336,19105,967075,3731113,9422,893312,2065470,44660,1982870,7723566,27619,92,556.800
952817,2124844,10001,620386,2367001,10060,476312,1079648,16859,1042897,3997139,33313,79,556.800
999682,1491809,13078,747683,2878124,6821,570556,737696,20836,1017214,3928533,6866,76,556.800
765690,1933126,11728,761094,2943769,2259823,458145,989758,19027,1038510,4071022,1110709,77,556.800
978101,2226689,15430,777957,3029923,4568,694870,1224637,31011,1243414,4864696,811,86,556.800
989836,2931055,11925,788030,2986383,4239,696315,1677312,28505,1185093,4600262,13561,83,556.800
1093630,2255058,19000,1108413,4268300,5254,636292,1315995,37316,1958537,7646662,-342,78,556.800
495075,1209925,11542,697935,2660148,3402,328006,640827,17768,1043483,4017148,-572,78,556.800
917292,1539539,10544,713402,2763304,5065,534401,770453,18051,1052081,4075878,13050,77,561.800
1068442,2573366,13665,686165,2660072,9306,786656,2022282,41843,1981756,7768040,32047,107,561.800
1247090,2026649,11762,697001,2706330,6532,605128,1040438,20917,1112654,4360306,22796,76,561.800
734446,1742327,11061,547511,2135484,5095,455577,939018,20646,989716,3868787,11975,77,561.800
167523,15937,590,956,6633,4740,41661,-3395,395,1046,9417,9541,31,561.800
731609,1648402,12983,610109,2360070,4688,425627,768698,20646,1039363,4026186,5293,76,561.800
549748,2047513,11487,643687,2473232,4091,377542,977546,20910,912641,3561375,592,84,561.800
714676,2393825,21695,1234611,4738987,8047,533775,1402336,36520,1894166,7337449,14077,87,561.800
1282384,2759077,19563,651547,2542901,6040,724230,1595374,36117,1130206,4482374,13246,85,561.800
760598,2205473,17254,975687,3769835,4348,558791,1233048,33881,1801082,7021295,1382,86,561.800
829080,1607625,13793,819347,3174437,3723,510478,878383,27293,1565930,6082691,-1061,82,561.800
1120493,3645123,25133,1251942,4741361,10763,925842,2802936,76194,3982339,1.523696E+07,34294,106,561.800
453509,1393119,3336,23584,112778,4511,302417,818397,7119,55827,282439,18869,82,561.800
727342,3238098,24589,1504013,5763530,6394,819406,2827124,62947,2816829,1.096268E+07,-14621,113,566.800
554480,1656007,11624,643511,2461183,7812,375378,931500,20978,1031078,4006762,25134,83,566.800
1080012,1598000,16907,1044341,4051948,12232,660940,1011661,65286,4346838,1.678478E+07,53360,137,566.800
203337,290674,492,6415,29483,3723,67565,90683,576,6893,31160,0,44,566.800
413940,1405841,10310,565972,2184496,1060,270529,707287,17560,956799,3706774,-11051,83,566.800
1423182,4214988,22241,1013715,3880367,10075,1272356,3208629,73758,2837161,1.105904E+07,49241,150,566.800
409008,1102634,10661,610393,2353490,6842,237908,512116,17488,977940,3799417,18921,59,566.800
505364,1043973,12112,700548,2706168,8804,324912,523075,20582,1035396,4019355,35245,67,566.800
1025259,2239585,19496,1111452,4266665,4657,490934,1242718,36641,1946247,7537861,-2037,72,566.800
2379032,4464246,26968,1406589,5421036,10744,1305253,3397611,77845,3746490,1.454682E+07,17076,101,566.800
1217481,2445409,20906,1171525,4524134,6719,719403,1412890,39627,1924944,7508237,12830,77,566.800
1056305,2135318,14475,716766,2773101,3691,659196,1069235,25927,1049176,4111751,9777,84,566.800
1875816,4659145,22639,1144601,4398145,9256,1363173,3217862,49923,2091945,8174500,29038,103,566.800
414422,1089933,14350,941813,3641919,12731,271972,518905,27421,1830327,7069589,26034,74,566.800
645650,1532667,9498,623254,2432612,4657,362441,759974,17236,1015162,3966345,11368,81,571.800
1604251,2230477,12730,741251,2818090,2691,791723,1095946,23886,1054532,4074898,-11190,102,571.800
1126492,4172156,29332,2028740,7757247,14353,1037811,2780161,73167,4032163,1.558583E+07,19284,107,571.800
797320,2505397,16335,1080978,4139023,6743,550501,1360546,31336,1874247,7239286,10015,85,571.800
798130,2286512,16216,1003908,3893631,3787,503086,1162095,32916,1987504,7705624,-2097,78,571.800
1510564,3087447,23920,1236253,4747687,6569,930959,1878108,43558,1936992,7504598,4179,92,571.800
630734,1601048,11436,625304,2396340,6019,426329,863418,20861,1006667,3925867,7352,81,571.800
802238,2291454,15118,986233,3808067,7674,470332,1295952,28348,1452440,5673889,18209,89,576.800
794489,2015833,15137,924256,3540592,8439,523963,1037036,26858,1557041,5957435,27004,81,576.800
863960,2052250,13500,692477,2654320,6181,538126,1084353,23250,1217669,4679057,13245,82,576.800
1130449,2910782,18920,1191655,4566780,9446,717322,1834329,36350,2009788,7747507,17513,87,576.800
1304676,2587339,19116,1053572,4006927,7529,763672,1511285,38225,2070869,7926277,20466,92,576.800
657621,1706886,16600,1090147,4147647,8011,392589,896916,32461,1884094,7252135,9369,60,576.800
1032043,2542088,17626,1007227,3884784,8905,566291,1532776,37707,1991218,7717843,28312,90,576.800
810859,1840890,12941,767281,2947941,5341,482354,940572,25517,1195966,4613417,15230,83,576.800
248827,488072,1440,7761,42766,4907,129714,236094,2323,17804,95856,18351,62,576.800
507028,1298315,10153,648292,2509666,6015,320780,662349,16082,985681,3816039,14052,70,581.800
1135828,1664682,12570,594358,2287290,2186,545269,714305,22218,979718,3815541,-1147,80,581.800
448237,1149809,9518,642530,2485059,3691,285946,545513,14876,992749,3846889,2221,75,581.800
659247,2481864,18571,1108377,4250549,10312,558697,1592314,38983,2223003,8532511,31820,91,581.800
993150,1492174,13412,675234,2614580,5494,511613,651955,21349,970268,3776080,10899,75,581.800
578660,1733904,12476,656661,2549474,10912,345343,872608,20356,1017477,4001886,47940,74,581.800
394388,1259015,9910,670286,2599973,5196,216382,630057,17936,1037921,4043010,-4173,79,581.800
1313774,3365242,24832,1094220,4177507,5840,881717,2016530,61142,3173303,1.213176E+07,-2856,99,586.800
1355094,2182804,16937,699351,2693872,1958450,707286,1039256,29154,1121242,4354177,712305,72,586.800
