FSC-H,SSC-H,FITC-H,PE-H,FSC-A,SSC-A,FITC-A,PE-A,Width,Time
691045,992783,12191,753772,443183,639860,36346,2047727,96,27871.801
1289892,1936521,15840,822866,632599,1141598,40922,2104391,103,27876.801
685088,2516614,22226,1000188,459359,1487986,48964,2146071,78,27876.801
1282718,3076457,25813,1269815,1155588,2966292,89481,4198508,130,27876.801
607799,1460138,10939,497870,313631,764677,32631,1860178,82,27876.801
435003,886176,10674,672894,325183,684024,32900,2024639,113,27876.801
717224,1158066,10927,571311,508582,733044,35296,1957946,96,27876.801
688307,1437918,11132,471242,384010,859772,25294,1072918,87,27881.801
1221845,2467746,19928,971869,1086103,2701795,62792,2219409,140,27881.801
1067163,1789471,12998,607975,540829,950860,25865,1096121,78,27881.801
1077402,2464181,18618,942060,624429,1470792,50622,2481180,106,27886.801
601117,1203879,7454,282780,344784,613225,22654,1085429,95,27886.801
405457,1168984,11009,555398,267853,745340,29850,1710433,91,27886.801
1490724,2627333,19947,1068458,906147,1708134,42969,1989820,89,27886.801
615968,2208476,15646,874946,364222,1155220,40124,2048866,89,27886.801
660361,2959519,18481,927280,436934,1604149,42255,2088262,86,27886.801
329333,250968,1054,5089,105994,80133,1338,6353,50,27886.801
836498,2430898,21540,1060933,549067,1496617,44868,2151396,84,27886.801
985142,2450320,18186,935698,525688,1246423,42725,2087306,92,27891.801
461491,1241006,12855,700257,404613,985232,38524,2067090,106,27891.801
1439301,2019962,15603,710892,661725,884922,40182,1929380,124,27896.801
679032,1465127,6546,276825,375838,855331,23183,1034227,112,27896.801
644597,1423007,12023,522187,392109,738366,25765,1092037,74,27896.801
507612,1354981,13411,765374,434142,1095956,42932,2094020,94,27896.801
1149773,1862010,15741,923634,586300,1051114,36645,1992720,81,27896.801
778307,1918038,15013,805640,496519,1082565,38757,1988774,89,27896.801
1135519,2791421,16397,952549,1442247,2677288,82990,4132720,139,27901.801
706362,2033422,12310,605527,323859,1056328,36012,1835882,85,27901.801
870796,1873323,16568,875236,458670,1053932,38134,2020691,101,27901.801
506327,1416749,8271,244717,273866,711906,23510,1156473,119,27901.801
1004445,2228835,23524,1258708,625854,1175275,38485,1996695,76,27901.801
1151457,1980026,16088,936055,702977,1253667,40128,2031960,88,27901.801
456848,1828246,16709,891393,390875,1266298,41884,2054643,93,27906.801
763527,2200196,18066,876872,639013,1402224,41717,2008515,125,27906.801
603577,1565997,10446,564661,398496,1001464,24652,1087480,90,27906.801
960350,1961860,15941,760600,553700,1199876,42797,2034444,89,27911.801
578098,1634550,10946,553546,403581,957819,23822,1065192,79,27911.801
306662,1032637,9824,429201,291537,707897,37296,2018282,145,27911.801
733509,1972822,14700,728933,488647,1345920,42034,2111137,96,27911.801
710944,1503344,11997,558019,435209,825957,25837,1099973,82,27916.801
973018,1342279,13357,704621,481521,601843,36452,2007756,91,27916.801
907999,1766093,16552,891943,551043,993742,36852,1850761,86,27921.801
1201020,1982518,18668,1082099,876736,1293398,41861,2033789,86,27921.801
1137671,3386222,20511,832097,815827,1958294,50524,2162380,95,27921.801
818005,2035737,18110,977977,540706,1320010,39577,2035787,94,27926.801
241604,1261148,8617,374141,151512,582528,19817,1076672,111,27926.801
501211,1149677,12090,707863,430799,784416,35481,2057048,103,27931.801
1458027,2358912,15533,829293,572608,1074426,41910,2024411,93,27931.801
575199,1816373,16505,815096,328567,995135,41333,2148217,92,27931.801
1143248,1899618,15501,850717,591920,1085110,39312,1913616,81,27931.801
870795,1431155,11453,491615,421694,680995,21408,1026946,72,27931.801
158196,136482,1880,104744,42179,39196,3452,215548,32,27931.801
404809,1081560,9799,486353,392600,929052,43411,2407662,141,27931.801
1287340,4754352,34951,1571546,1124038,3523383,113765,5270979,128,27936.801
115328,247150,6199,412804,66056,154012,18842,1295338,62,27936.801
1533603,3555905,20058,979428,893016,2239705,63712,2897602,109,27936.801
1313303,1555300,14491,756006,619295,938513,36916,1990641,81,27936.801
842133,1527411,14592,690265,525906,961818,38671,1928403,81,27936.801
658081,2095658,17203,916177,481785,1260626,40232,2104846,82,27936.801
318519,1204271,9678,520101,323611,995685,34041,1933803,102,27936.801
1142528,2525336,19205,863951,562527,1300766,46007,1995087,79,27936.801
253408,1442294,10123,380828,162799,753323,23179,978884,77,27936.801
831924,1543103,12182,539940,510357,847337,24489,1042888,78,27936.801
838121,1803019,15150,666492,627238,1206974,43459,2018819,101,27936.801
629960,1469842,14131,687796,493488,1010079,41148,2052060,102,27941.801
518776,1962633,14232,800880,371360,1387039,40510,2057324,96,27941.801
456554,1153852,9671,522747,327645,917179,38885,2027515,114,27941.801
465634,1242782,11743,560141,533454,1419227,42179,2137375,125,27941.801
698820,1435458,15591,856150,553673,969563,36617,1948043,87,27941.801
1372294,2689842,24859,1326071,1057027,2546797,79963,3955914,111,27941.801
824878,1755080,16161,967055,544455,1028644,37256,2040820,86,27941.801
850350,1528631,15238,814057,502197,1195530,40368,2047070,94,27946.801
1014303,2079125,16969,809801,655688,1267816,42717,2119305,93,27946.801
423356,2154027,16587,847418,300048,1254660,42221,2107154,83,27946.801
829800,1473672,14607,841525,703805,1152937,43938,2170794,117,27946.801
351439,1258225,9760,410548,272394,705785,24981,1070340,100,27951.801
1354441,1337764,12358,700767,826451,910305,37194,2017731,103,27951.801
578785,626799,8224,502122,564718,666950,33875,1968150,113,27951.801
691760,1783110,12902,648421,632874,1416077,40780,2089491,115,27951.801
914586,2403617,16777,571122,490638,1122414,30233,1018730,74,27951.801
323367,656919,7878,425217,422005,791809,34335,1902256,135,27951.801
671564,1646756,12935,588816,441272,1053424,27691,1098435,81,27956.801
1092057,2096028,14199,712938,516951,1079936,35954,1885910,88,27956.801
829722,1827691,14901,859989,421887,988719,37164,1995044,85,27956.801
1276071,4175439,28957,1072154,964542,2637361,79523,3572699,98,27956.801
1359975,2587480,12799,640660,735475,1190847,26701,1029698,81,27956.801
1864260,2618767,16263,820876,852652,1477037,44413,2073788,92,27956.801
1543931,2016277,16358,898633,916707,1460598,42158,2038165,91,27956.801
752592,1707597,14452,774010,620814,1010464,41515,2117686,96,27956.801
1195397,1975239,18746,1016742,1309676,2378299,77243,3439076,163,27956.801
452455,1973354,15729,794804,359328,1247085,41586,2116094,93,27956.801
842691,1595910,14748,839173,588078,1093123,43080,2119678,97,27961.801
909118,1979458,17286,1016935,674686,1441935,59429,3419450,102,27961.801
628042,1021947,9934,445595,354399,548224,23128,1049473,75,27961.801
632003,1749646,15880,730235,349832,1062253,40503,1976491,102,27966.801
880284,2272968,14522,475347,446848,1093051,27767,1038415,77,27966.801
572795,1956037,16885,880996,422780,1153283,40953,2101059,87,27971.801
409348,2434307,9547,570635,625824,2046429,50613,2095254,145,27976.801
637325,1617387,11502,511133,411665,835945,24384,1073515,82,27976.801
848237,2503750,16305,795076,431028,1408704,41892,2063512,92,27976.801
1067871,2780858,16237,579969,635110,1438639,31735,1089300,80,27976.801
751221,1892907,16068,876164,404301,990283,40708,2104255,92,27981.801
732566,1863460,14916,612509,423001,976032,28869,1046221,81,27981.801
585409,1485021,14396,869231,379073,948997,36782,2094907,93,27986.801
563189,1180460,10794,475468,298847,623665,21517,1085455,80,27986.801
1068118,1893409,12843,730165,690781,1204814,37227,2046463,103,27986.801
619487,1684690,13713,766459,473092,1188175,37309,1992369,92,27991.801
3599955,5495531,35464,1582651,2279380,3724123,98209,3962788,109,27991.801
1852986,4604586,30281,1605477,1099234,3068501,82031,4009234,97,27991.801
737328,2227713,13988,668500,429864,1129026,37433,2043585,82,27991.801
1025344,2337615,23432,1117171,857825,1832601,73129,3687319,111,27991.801
942571,1861153,20210,1009189,615560,1111163,40797,2021643,86,27996.801
867142,1982839,16380,688614,602689,1340250,43292,2004333,98,27996.801
529937,1422888,11611,638076,369528,846762,36196,2063594,150,27996.801
532838,1922156,17186,942262,389048,1200784,39474,2149344,89,28001.801
129318,52710,307,14947,35591,14634,86,16951,40,28001.801
1423039,2349741,14158,653184,816312,1194180,29353,1051315,84,28001.801
548576,1844370,12717,413539,367467,1024158,27251,1052397,96,28006.801
661505,1187897,12986,635473,559695,887026,42118,2036909,122,28006.801
994673,2335785,18021,973191,548988,1226389,41902,2083596,79,28006.801
655275,1394142,10966,478808,344351,662473,22030,1066372,68,28006.801
1003919,1976611,17468,809354,714793,1553017,47685,2176835,110,28006.801
806743,2104496,17731,920291,442009,1135882,39883,2000925,81,28006.801
763123,1042257,10154,539237,489966,616696,21632,1041787,76,28006.801
754529,1876814,15436,855063,415368,959061,36504,2028069,91,28006.801
730815,1765677,15361,631864,534002,984762,29016,1106428,83,28006.801
364259,918292,3725,101910,250006,570125,16828,645464,159,28006.801
1531917,3558040,22162,1132406,832549,2141635,67962,3333317,113,28006.801
607585,2290208,17902,742304,419711,1394948,45825,2132850,93,28006.801
962020,1585668,16561,863357,563713,983146,38990,2085566,92,28011.801
874626,2536416,19348,837233,561547,1627770,49160,2125627,98,28011.801
168016,239932,5664,401142,105755,264566,24847,1831602,125,28011.801
549787,1907859,15815,778688,491900,1378559,40694,2045424,100,28016.801
1154230,3554647,21538,945059,629861,1916878,52240,2072458,92,28016.801
882602,2202856,18432,963606,476304,1200699,42088,2144780,77,28016.801
614404,1792513,13636,542170,368020,840849,25485,1011443,79,28016.801
585007,971183,8420,419939,461826,678517,23029,1053209,85,28016.801
131703,357974,3607,170527,155763,376525,17052,964207,149,28021.801
1558698,4574080,30638,1477456,918852,2580390,81220,3910577,111,28021.801
718566,1674637,13423,487338,404559,980350,26831,1062537,102,28026.801
970249,1636260,12958,511048,524024,894186,25980,1064816,80,28026.801
708366,2214108,17426,791830,400815,1146326,39843,2079796,84,28026.801
903618,2057353,11664,507274,447753,883855,25179,1055209,83,28026.801
1013088,2895540,21883,971799,673411,1660894,47524,2067626,93,28031.801
1119797,2211970,17598,919507,771672,1560050,49975,2178738,95,28031.801
847336,1653052,11208,378095,502357,883744,24518,1075695,94,28036.801
1025387,2151269,13889,810456,514162,1161655,40536,1958955,93,28036.801
813858,1925461,17812,893345,504123,1168806,41645,2019064,81,28036.801
655751,1619327,15371,945419,551618,1123767,40884,2082629,88,28036.801
782445,2423719,15745,765939,536223,1380405,39838,2086324,91,28041.801
1073404,2512085,19407,862915,588218,1434841,49206,2100628,94,28041.801
2121270,4954081,30494,1119411,1238221,3107485,68793,2066755,91,28041.801
550269,1926874,14493,736691,406880,1174424,37884,1946746,93,28041.801
1074078,2094501,14862,828419,859857,1548286,45242,2182196,95,28041.801
904135,1556786,13269,741948,479109,843088,34908,1983722,87,28041.801
509666,915800,11607,677747,332561,747748,37049,2099819,99,28041.801
669208,1863359,15356,782771,350713,1113205,37175,2019014,87,28041.801
609348,1552110,12172,475937,337455,743008,24206,1065760,76,28041.801
104452,167484,495,3084,46247,57721,585,4380,50,28046.801
900026,1491982,13495,668492,624331,930812,39446,1980948,105,28046.801
823416,1594672,15234,807954,582643,1105058,39757,2114645,98,28051.801
900345,2405878,19351,920568,501030,1401368,44646,2061917,87,28051.801
1303873,1993940,12303,428598,707252,1035432,41194,1917319,142,28051.801
672705,2161235,20000,987797,434393,1225870,42527,2113476,86,28056.801
823196,2064316,18645,1015896,557876,1276750,37506,2007626,87,28056.801
524482,1120278,13500,860775,404670,838374,37042,2102069,84,28056.801
580524,1661673,14367,700989,394750,908238,38963,2068602,97,28061.801
1431528,3557988,20519,857572,1024600,2532644,78435,4088246,130,28066.801
751444,2795028,20346,998460,515332,1446854,41812,2069238,84,28066.801
524023,1615425,14692,763324,331576,1026311,38377,1999090,100,28066.801
704645,1582790,13602,810564,511675,1102064,37109,2087486,112,28066.801
817994,2040803,11570,584991,422929,1065176,25746,1031908,81,28071.801
982817,2257110,17963,866892,779379,1614241,44952,1981085,94,28071.801
764678,2085754,17802,837910,642844,1305154,44416,2157236,88,28071.801
596453,1513452,11628,561436,412386,953373,25780,1081089,82,28071.801
569407,1962501,14483,731229,328901,1040611,37976,2089508,91,28071.801
579060,1311331,12667,694505,448694,940967,36421,2036944,97,28076.801
607869,1431015,7954,317767,463573,915988,23597,1065269,93,28076.801
655571,1786690,15271,710967,453950,1048057,40298,2056460,90,28076.801
769963,1708064,18344,765538,433344,998913,45222,2003831,100,28076.801
624610,1608649,10894,417866,315744,787312,23482,1011525,80,28081.801
993872,1801977,16852,840524,623556,1074829,39134,2053536,93,28081.801
791734,1497579,10793,526496,366741,730615,21859,1042853,76,28086.801
607144,1610062,14210,860234,467983,1165187,38731,2142572,88,28086.801
1110724,2795957,17214,641712,655512,1374549,37875,1735662,83,28086.801
543300,2121735,17011,791450,531960,1433553,43102,2100885,100,28086.801
816433,1668536,15286,741757,644705,1102291,41658,2061269,97,28091.801
138193,84946,583,1557,38276,21392,698,1451,36,28091.801
1002667,2904750,18735,915539,552443,1456777,44169,2081690,94,28096.801
511712,1684785,16600,798806,451853,1101357,45316,2099959,91,28096.801
311012,1109498,7878,393396,390106,937374,35707,2054860,153,28096.801
1019442,2005634,17229,890260,593252,1315432,41430,2079619,87,28096.801
485929,1601141,16068,800552,333796,1041193,40378,2022339,93,28101.801
1162479,4187709,28208,1360410,1155265,3195152,89130,3979606,118,28106.801
194746,285532,1365,5839,71949,98383,1420,7199,52,28106.801
644503,1929442,16685,986068,459383,1178686,37149,2058241,86,28106.801
408959,2123614,17067,754853,363562,1387924,43057,1953302,93,28106.801
1306071,2017250,14347,644760,818707,1061920,28712,1041600,75,28106.801
664488,1842359,15449,761504,527896,1424109,45606,2039945,93,28106.801
793219,1808660,14141,702536,377639,909764,37194,2054343,102,28111.801
893788,1502442,13271,707231,523723,887429,31787,1639005,87,28111.801
1388804,2259215,11192,645624,672191,1074086,37828,2034510,112,28111.801
919049,2987959,18041,576677,736841,2255421,45179,1156209,106,28116.801
637845,1791417,13377,692172,623655,1388029,43733,2132366,112,28116.801
882223,1754781,19420,1061146,494315,874988,38247,2072393,76,28116.801
728210,2659094,16952,1003795,394826,1290034,38574,2067334,91,28121.801
856252,1694324,17735,936047,364365,827364,36146,1926265,84,28121.801
1349672,2440620,20214,942318,609133,1293537,44346,2084489,98,28126.801
778946,1746742,13431,625838,515617,1056167,27701,1056332,81,28126.801
1458981,1926677,15830,810597,800716,1428766,44790,2086899,100,28126.801
926753,1719509,14134,742465,815705,1610082,45706,2060201,102,28126.801
197323,465588,4416,207533,175781,382702,17418,1015220,125,28131.801
751904,2105969,13688,673739,614735,1316588,43781,2071615,107,28131.801
1072791,2759070,17547,466351,543189,1311502,33619,1073375,82,28136.801
728004,1473258,11513,503617,456742,817371,23634,1058718,101,28136.801
494324,1543157,11641,576200,262507,760014,23827,1083287,68,28136.801
825439,2073653,17973,950400,519041,1312017,41200,2108869,88,28141.801
1233653,2173116,15293,720024,707500,1122760,41095,1987929,108,28146.801
544938,1975212,14453,781355,405701,1157670,39727,2058845,89,28146.801
598295,1662201,12673,517965,346678,805801,24383,992779,72,28146.801
497116,1688496,10132,419812,284772,850397,21748,1065494,75,28146.801
973548,2566078,13809,732086,864291,2199750,64838,3022305,126,28146.801
674972,2138498,15032,533748,453957,1250539,31954,1108570,85,28151.801
1151554,2073051,16157,812224,567069,1103066,38035,2021171,95,28156.801
860701,1873095,14095,768622,504499,1051519,37047,2017868,100,28156.801
581385,1904813,17743,907082,420844,1110863,37899,2037567,84,28156.801
927737,1510891,10073,451800,414616,695284,20248,1006788,103,28156.801
1165365,1280124,11331,544000,559718,714743,23642,1094529,81,28161.801
674508,2068932,12113,458621,374568,1009029,25709,1075288,84,28161.801
817031,2227454,17618,944069,457087,1223613,40701,2086478,85,28161.801
1022825,1958766,15652,893349,744442,1411784,40202,2051966,89,28161.801
643592,1761550,16860,931896,413767,1205273,37308,2068405,83,28161.801
1509296,3868577,28397,1604945,1191761,3091349,90447,4091515,108,28161.801
807300,2070485,19062,999488,444990,1198039,41921,2079581,89,28166.801
405740,1528835,14780,804252,329259,1035779,40037,2033086,92,28166.801
1085828,2643790,30919,1739028,786705,1828464,70998,3846884,93,28166.801
678010,1924179,14913,776426,523351,1509460,43626,2076833,102,28166.801
1175111,2771386,22146,959929,645625,1484759,47535,2080507,92,28166.801
2247229,7315538,40257,1787755,2279890,6917499,175404,7933624,155,28166.801
828915,1407710,14991,686169,421729,887740,41392,1965364,75,28166.801
